timestamp,utilization_rate,hour_of_day,day_of_week,month,is_weekend,is_peak_hour,temperature_f,precipitation_mm,weather_condition,traffic_congestion_index,local_event,current_price,gas_price_per_gallon
2025-07-02 04:30:00,0.02,4,2,7,False,False,82.3,0.0,partly_cloudy,2,none,0.408,4.06
2025-07-02 05:00:00,0.056,5,2,7,False,False,91.4,0.0,clear,2,none,0.408,4.12
2025-07-02 05:30:00,0.052,5,2,7,False,False,78.8,0.0,clear,2,none,0.408,4.31
2025-07-02 06:00:00,0.108,6,2,7,False,False,79.1,0.0,clear,6,none,0.48,4.34
2025-07-02 06:30:00,0.092,6,2,7,False,False,84.0,0.0,cloudy,7,none,0.48,4.35
2025-07-02 07:00:00,0.283,7,2,7,False,True,89.5,0.0,partly_cloudy,7,none,0.48,4.09
2025-07-02 07:30:00,0.295,7,2,7,False,True,82.4,0.0,clear,9,none,0.48,4.21
2025-07-02 08:00:00,0.301,8,2,7,False,True,83.3,0.0,cloudy,8,none,0.48,4.27
2025-07-02 08:30:00,0.305,8,2,7,False,True,91.9,0.0,clear,9,none,0.48,4.27
2025-07-02 09:00:00,0.44,9,2,7,False,True,76.7,0.0,partly_cloudy,8,none,0.48,4.27
2025-07-02 09:30:00,0.42,9,2,7,False,True,88.2,0.8,light_rain,10,none,0.48,4.03
2025-07-02 10:00:00,0.502,10,2,7,False,False,76.7,1.2,light_rain,3,none,0.48,4.4
2025-07-02 10:30:00,0.497,10,2,7,False,False,68.5,0.0,partly_cloudy,7,none,0.48,4.25
2025-07-02 11:00:00,0.827,11,2,7,False,False,83.2,0.0,clear,6,none,0.528,4.36
2025-07-02 11:30:00,0.532,11,2,7,False,False,74.9,0.0,clear,4,none,0.48,4.25
2025-07-02 12:00:00,0.644,12,2,7,False,False,80.4,0.0,partly_cloudy,5,none,0.48,4.38
2025-07-02 12:30:00,0.691,12,2,7,False,False,83.6,0.0,cloudy,5,none,0.48,4.18
2025-07-02 13:00:00,0.751,13,2,7,False,False,71.5,0.0,cloudy,3,none,0.48,4.04
2025-07-02 13:30:00,0.781,13,2,7,False,False,78.3,0.0,clear,3,none,0.48,4.22
2025-07-02 14:00:00,0.729,14,2,7,False,False,74.9,0.0,clear,5,none,0.48,4.19
2025-07-02 14:30:00,0.712,14,2,7,False,False,88.0,0.0,partly_cloudy,5,none,0.48,4.37
2025-07-02 15:00:00,0.485,15,2,7,False,False,79.4,0.0,cloudy,6,none,0.48,4.09
2025-07-02 15:30:00,0.519,15,2,7,False,False,84.9,0.0,clear,4,none,0.48,4.25
2025-07-02 16:00:00,0.383,16,2,7,False,False,81.5,12.4,heavy_rain,5,none,0.48,4.27
2025-07-02 16:30:00,0.513,16,2,7,False,False,74.4,0.0,clear,5,none,0.48,4.11
2025-07-02 17:00:00,0.648,17,2,7,False,True,82.1,0.0,clear,6,none,0.552,4.01
2025-07-02 17:30:00,0.503,17,2,7,False,True,81.2,0.0,cloudy,7,none,0.552,4.13
2025-07-02 18:00:00,0.76,18,2,7,False,True,91.0,0.0,cloudy,6,none,0.552,4.27
2025-07-02 18:30:00,0.926,18,2,7,False,True,70.6,0.0,partly_cloudy,10,none,0.607,4.33
2025-07-02 19:00:00,0.644,19,2,7,False,True,80.4,0.0,cloudy,10,none,0.552,4.17
2025-07-02 19:30:00,0.947,19,2,7,False,True,85.2,0.0,partly_cloudy,9,none,0.607,4.37
2025-07-02 20:00:00,0.866,20,2,7,False,True,76.6,0.0,clear,3,none,0.607,4.06
2025-07-02 20:30:00,0.869,20,2,7,False,True,69.8,1.6,light_rain,3,none,0.607,4.39
2025-07-02 21:00:00,0.526,21,2,7,False,False,84.9,0.0,cloudy,7,none,0.48,4.03
2025-07-02 21:30:00,0.432,21,2,7,False,False,84.3,0.0,cloudy,3,none,0.48,4.13
2025-07-02 22:00:00,0.289,22,2,7,False,False,88.4,0.0,clear,5,none,0.48,4.22
2025-07-02 22:30:00,0.414,22,2,7,False,False,70.9,0.0,cloudy,5,none,0.48,4.18
2025-07-02 23:00:00,0.159,23,2,7,False,False,66.0,0.0,partly_cloudy,5,none,0.48,4.2
2025-07-02 23:30:00,0.208,23,2,7,False,False,75.6,0.0,clear,5,none,0.48,4.04
2025-07-03 00:00:00,0.122,0,3,7,False,False,76.0,0.0,partly_cloudy,3,none,0.48,4.12
2025-07-03 00:30:00,0.096,0,3,7,False,False,78.1,0.0,clear,3,none,0.48,4.33
2025-07-03 01:00:00,0.062,1,3,7,False,False,82.1,0.0,clear,1,none,0.48,4.27
2025-07-03 01:30:00,0.052,1,3,7,False,False,83.3,0.0,cloudy,2,none,0.48,4.06
2025-07-03 02:00:00,0.027,2,3,7,False,False,71.6,0.0,clear,3,none,0.408,4.11
2025-07-03 02:30:00,0.034,2,3,7,False,False,83.2,0.0,clear,3,none,0.408,4.27
2025-07-03 03:00:00,0.02,3,3,7,False,False,72.6,0.0,clear,2,none,0.408,4.41
2025-07-03 03:30:00,0.02,3,3,7,False,False,86.6,0.0,clear,2,none,0.408,4.0
2025-07-03 04:00:00,0.023,4,3,7,False,False,71.1,0.0,partly_cloudy,3,none,0.408,4.34
2025-07-03 04:30:00,0.02,4,3,7,False,False,74.1,0.0,clear,1,none,0.408,4.3
2025-07-03 05:00:00,0.055,5,3,7,False,False,82.7,0.0,clear,2,none,0.408,4.15
2025-07-03 05:30:00,0.047,5,3,7,False,False,82.4,0.0,clear,1,none,0.408,4.09
2025-07-03 06:00:00,0.121,6,3,7,False,False,68.9,0.0,partly_cloudy,4,none,0.48,4.05
2025-07-03 06:30:00,0.1,6,3,7,False,False,85.7,0.0,clear,4,none,0.48,4.05
2025-07-03 07:00:00,0.268,7,3,7,False,True,77.7,0.0,clear,8,none,0.48,4.21
2025-07-03 07:30:00,0.241,7,3,7,False,True,75.7,0.0,clear,10,none,0.48,4.33
2025-07-03 08:00:00,0.4,8,3,7,False,True,85.0,0.0,cloudy,10,none,0.48,4.25
2025-07-03 08:30:00,0.349,8,3,7,False,True,80.9,0.0,cloudy,7,none,0.48,4.01
2025-07-03 09:00:00,0.477,9,3,7,False,True,87.6,0.0,cloudy,9,none,0.48,4.1
2025-07-03 09:30:00,0.447,9,3,7,False,True,72.8,0.0,partly_cloudy,9,none,0.48,4.12
2025-07-03 10:00:00,0.62,10,3,7,False,False,75.5,25.3,heavy_rain,5,none,0.48,3.99
2025-07-03 10:30:00,0.551,10,3,7,False,False,78.0,0.0,partly_cloudy,7,none,0.48,3.99
2025-07-03 11:00:00,0.734,11,3,7,False,False,76.5,4.9,light_rain,6,none,0.48,4.25
2025-07-03 11:30:00,0.855,11,3,7,False,False,78.2,0.0,partly_cloudy,7,none,0.528,4.36
2025-07-03 12:00:00,0.813,12,3,7,False,False,70.5,0.0,clear,4,none,0.528,4.08
2025-07-03 12:30:00,0.644,12,3,7,False,False,67.8,0.0,clear,6,none,0.48,4.4
2025-07-03 13:00:00,0.583,13,3,7,False,False,79.6,0.0,clear,3,none,0.48,4.3
2025-07-03 13:30:00,0.543,13,3,7,False,False,83.7,0.0,clear,7,none,0.48,4.32
2025-07-03 14:00:00,0.491,14,3,7,False,False,69.0,0.0,clear,5,none,0.48,4.0
2025-07-03 14:30:00,0.782,14,3,7,False,False,89.5,0.0,partly_cloudy,7,none,0.48,4.32
2025-07-03 15:00:00,0.662,15,3,7,False,False,84.7,0.0,cloudy,4,none,0.48,4.2
2025-07-03 15:30:00,0.546,15,3,7,False,False,76.2,0.0,clear,5,none,0.48,4.04
2025-07-03 16:00:00,0.674,16,3,7,False,False,71.8,0.0,clear,5,none,0.48,4.1
2025-07-03 16:30:00,0.5,16,3,7,False,False,92.2,0.0,clear,5,none,0.48,4.2
2025-07-03 17:00:00,0.549,17,3,7,False,True,81.1,0.0,clear,7,none,0.552,4.34
2025-07-03 17:30:00,0.578,17,3,7,False,True,85.8,0.0,clear,9,none,0.552,4.38
2025-07-03 18:00:00,0.782,18,3,7,False,True,86.5,0.0,cloudy,7,none,0.552,4.16
2025-07-03 18:30:00,0.839,18,3,7,False,True,85.9,0.0,clear,8,none,0.607,4.31
2025-07-03 19:00:00,0.765,19,3,7,False,True,74.3,0.0,partly_cloudy,7,festival,0.552,4.0
2025-07-03 19:30:00,0.806,19,3,7,False,True,87.5,0.0,clear,7,none,0.607,4.03
2025-07-03 20:00:00,0.798,20,3,7,False,True,76.3,0.0,clear,7,none,0.552,4.09
2025-07-03 20:30:00,0.764,20,3,7,False,True,83.6,0.0,clear,4,none,0.552,4.25
2025-07-03 21:00:00,0.564,21,3,7,False,False,79.3,0.0,clear,6,none,0.48,4.02
2025-07-03 21:30:00,0.672,21,3,7,False,False,74.9,0.0,cloudy,6,none,0.48,4.25
2025-07-03 22:00:00,0.36,22,3,7,False,False,80.0,0.0,clear,7,none,0.48,4.16
2025-07-03 22:30:00,0.403,22,3,7,False,False,78.5,0.0,partly_cloudy,6,none,0.48,4.01
2025-07-03 23:00:00,0.159,23,3,7,False,False,73.7,0.0,cloudy,6,none,0.48,4.16
2025-07-03 23:30:00,0.214,23,3,7,False,False,88.1,0.0,clear,5,none,0.48,4.16
2025-07-04 00:00:00,0.092,0,4,7,False,False,88.0,0.0,partly_cloudy,3,none,0.48,4.05
2025-07-04 00:30:00,0.077,0,4,7,False,False,68.6,0.0,clear,2,none,0.48,4.01
2025-07-04 01:00:00,0.061,1,4,7,False,False,84.2,0.0,cloudy,1,none,0.48,4.26
2025-07-04 01:30:00,0.057,1,4,7,False,False,88.5,0.0,clear,3,none,0.48,4.18
2025-07-04 02:00:00,0.034,2,4,7,False,False,85.7,0.0,clear,3,none,0.408,4.26
2025-07-04 02:30:00,0.028,2,4,7,False,False,88.8,0.0,partly_cloudy,3,none,0.408,4.26
2025-07-04 03:00:00,0.025,3,4,7,False,False,82.2,0.0,clear,3,none,0.408,4.01
2025-07-04 03:30:00,0.02,3,4,7,False,False,93.0,0.0,cloudy,1,none,0.408,4.04
2025-07-04 04:00:00,0.02,4,4,7,False,False,75.5,0.0,cloudy,3,none,0.408,4.26
2025-07-04 04:30:00,0.021,4,4,7,False,False,89.2,0.0,clear,1,festival,0.408,4.31
2025-07-04 05:00:00,0.058,5,4,7,False,False,71.8,0.0,clear,1,none,0.408,4.01
2025-07-04 05:30:00,0.057,5,4,7,False,False,81.9,0.0,cloudy,2,none,0.408,4.05
2025-07-04 06:00:00,0.096,6,4,7,False,False,85.5,0.0,clear,5,none,0.48,4.37
2025-07-04 06:30:00,0.097,6,4,7,False,False,74.3,0.0,clear,7,none,0.48,4.1
2025-07-04 07:00:00,0.312,7,4,7,False,True,74.0,0.0,clear,8,none,0.48,4.35
2025-07-04 07:30:00,0.207,7,4,7,False,True,77.0,0.0,cloudy,10,none,0.48,4.37
2025-07-04 08:00:00,0.36,8,4,7,False,True,85.1,0.0,clear,8,none,0.48,4.1
2025-07-04 08:30:00,0.363,8,4,7,False,True,69.3,7.9,light_rain,7,none,0.48,4.26
2025-07-04 09:00:00,0.501,9,4,7,False,True,72.6,0.0,clear,7,none,0.48,4.19
2025-07-04 09:30:00,0.526,9,4,7,False,True,82.5,0.0,clear,6,none,0.48,4.25
2025-07-04 10:00:00,0.638,10,4,7,False,False,80.4,0.0,partly_cloudy,7,none,0.48,4.11
2025-07-04 10:30:00,0.594,10,4,7,False,False,75.9,0.0,clear,3,none,0.48,4.0
2025-07-04 11:00:00,0.704,11,4,7,False,False,92.4,0.0,clear,6,none,0.48,4.12
2025-07-04 11:30:00,0.634,11,4,7,False,False,79.5,0.0,clear,5,none,0.48,4.21
2025-07-04 12:00:00,0.581,12,4,7,False,False,79.9,0.0,clear,6,none,0.48,4.19
2025-07-04 12:30:00,0.585,12,4,7,False,False,79.1,0.0,clear,7,none,0.48,4.26
2025-07-04 13:00:00,0.54,13,4,7,False,False,75.8,0.0,cloudy,3,none,0.48,4.15
2025-07-04 13:30:00,0.712,13,4,7,False,False,82.6,0.0,cloudy,7,none,0.48,4.05
2025-07-04 14:00:00,0.506,14,4,7,False,False,81.7,0.0,clear,5,none,0.48,4.09
2025-07-04 14:30:00,0.705,14,4,7,False,False,68.6,0.0,clear,7,none,0.48,4.31
2025-07-04 15:00:00,0.599,15,4,7,False,False,76.7,0.0,partly_cloudy,7,none,0.48,4.39
2025-07-04 15:30:00,0.55,15,4,7,False,False,75.2,0.0,partly_cloudy,4,none,0.48,4.39
2025-07-04 16:00:00,0.507,16,4,7,False,False,81.5,0.0,partly_cloudy,4,none,0.48,4.28
2025-07-04 16:30:00,0.433,16,4,7,False,False,82.5,0.0,cloudy,5,none,0.48,4.1
2025-07-04 17:00:00,0.623,17,4,7,False,True,69.2,0.0,clear,7,none,0.552,4.31
2025-07-04 17:30:00,0.619,17,4,7,False,True,82.0,0.0,clear,8,none,0.552,4.05
2025-07-04 18:00:00,0.934,18,4,7,False,True,77.6,0.0,clear,9,none,0.607,4.34
2025-07-04 18:30:00,0.688,18,4,7,False,True,78.6,0.0,cloudy,10,none,0.552,4.06
2025-07-04 19:00:00,0.9,19,4,7,False,True,84.5,0.0,partly_cloudy,9,conference,0.607,4.06
2025-07-04 19:30:00,0.615,19,4,7,False,True,82.4,0.0,partly_cloudy,6,none,0.552,4.21
2025-07-04 20:00:00,0.643,20,4,7,False,True,83.8,0.0,clear,3,none,0.552,4.19
2025-07-04 20:30:00,0.631,20,4,7,False,True,73.7,0.0,cloudy,3,none,0.552,4.27
2025-07-04 21:00:00,0.684,21,4,7,False,False,90.6,0.0,clear,6,none,0.48,4.19
2025-07-04 21:30:00,0.66,21,4,7,False,False,77.0,9.8,light_rain,7,none,0.48,4.27
2025-07-04 22:00:00,0.316,22,4,7,False,False,72.1,0.0,cloudy,4,sports_game,0.48,4.08
2025-07-04 22:30:00,0.399,22,4,7,False,False,84.4,0.0,partly_cloudy,5,none,0.48,4.35
2025-07-04 23:00:00,0.237,23,4,7,False,False,83.3,0.1,light_rain,6,none,0.48,4.0
2025-07-04 23:30:00,0.158,23,4,7,False,False,86.4,0.0,partly_cloudy,5,none,0.48,4.24
2025-07-05 00:00:00,0.152,0,5,7,True,False,85.3,0.0,clear,3,none,0.48,4.14
2025-07-05 00:30:00,0.123,0,5,7,True,False,88.6,0.0,clear,2,none,0.48,4.37
2025-07-05 01:00:00,0.067,1,5,7,True,False,74.5,0.0,clear,3,none,0.48,4.24
2025-07-05 01:30:00,0.071,1,5,7,True,False,80.0,0.7,light_rain,3,none,0.48,4.33
2025-07-05 02:00:00,0.036,2,5,7,True,False,78.2,0.0,partly_cloudy,3,none,0.408,4.01
2025-07-05 02:30:00,0.028,2,5,7,True,False,91.0,0.0,cloudy,3,none,0.408,4.38
2025-07-05 03:00:00,0.027,3,5,7,True,False,81.5,0.0,clear,3,none,0.408,4.3
2025-07-05 03:30:00,0.027,3,5,7,True,False,70.8,0.0,cloudy,1,none,0.408,4.19
2025-07-05 04:00:00,0.02,4,5,7,True,False,69.6,0.0,partly_cloudy,3,none,0.408,4.22
2025-07-05 04:30:00,0.025,4,5,7,True,False,86.0,0.9,light_rain,2,none,0.408,4.09
2025-07-05 05:00:00,0.049,5,5,7,True,False,72.9,0.0,cloudy,3,none,0.408,4.14
2025-07-05 05:30:00,0.063,5,5,7,True,False,79.8,0.0,clear,2,none,0.408,4.04
2025-07-05 06:00:00,0.126,6,5,7,True,False,89.7,0.0,partly_cloudy,5,none,0.48,4.15
2025-07-05 06:30:00,0.1,6,5,7,True,False,87.8,0.0,clear,5,none,0.48,4.18
2025-07-05 07:00:00,0.346,7,5,7,True,True,87.9,0.0,cloudy,7,none,0.48,4.34
2025-07-05 07:30:00,0.329,7,5,7,True,True,72.2,0.0,clear,10,none,0.48,4.19
2025-07-05 08:00:00,0.465,8,5,7,True,True,75.0,0.0,cloudy,7,none,0.48,4.03
2025-07-05 08:30:00,0.381,8,5,7,True,True,65.2,0.0,cloudy,9,none,0.48,4.0
2025-07-05 09:00:00,0.554,9,5,7,True,True,81.2,0.0,cloudy,8,none,0.48,4.13
2025-07-05 09:30:00,0.552,9,5,7,True,True,73.6,14.0,heavy_rain,9,none,0.48,4.27
2025-07-05 10:00:00,0.627,10,5,7,True,False,84.0,0.0,clear,4,none,0.48,4.14
2025-07-05 10:30:00,0.742,10,5,7,True,False,85.3,0.0,clear,6,none,0.48,4.0
2025-07-05 11:00:00,0.98,11,5,7,True,False,88.3,0.0,partly_cloudy,5,none,0.528,4.05
2025-07-05 11:30:00,0.676,11,5,7,True,False,74.7,0.0,clear,5,none,0.48,4.02
2025-07-05 12:00:00,0.85,12,5,7,True,False,71.7,9.5,light_rain,7,none,0.528,4.04
2025-07-05 12:30:00,0.888,12,5,7,True,False,81.3,0.0,partly_cloudy,6,none,0.528,4.07
2025-07-05 13:00:00,0.777,13,5,7,True,False,74.3,0.0,cloudy,6,none,0.48,4.27
2025-07-05 13:30:00,0.755,13,5,7,True,False,81.3,0.0,clear,5,none,0.48,4.04
2025-07-05 14:00:00,0.737,14,5,7,True,False,85.0,0.0,clear,3,none,0.48,4.21
2025-07-05 14:30:00,0.747,14,5,7,True,False,91.6,0.0,clear,5,none,0.48,4.34
2025-07-05 15:00:00,0.788,15,5,7,True,False,83.2,0.0,clear,6,none,0.48,4.25
2025-07-05 15:30:00,0.579,15,5,7,True,False,80.5,0.0,cloudy,5,none,0.48,4.2
2025-07-05 16:00:00,0.7,16,5,7,True,False,75.6,0.0,clear,7,none,0.48,4.4
2025-07-05 16:30:00,0.694,16,5,7,True,False,76.0,0.0,clear,6,none,0.48,4.21
2025-07-05 17:00:00,0.899,17,5,7,True,True,89.4,1.2,light_rain,8,none,0.607,4.05
2025-07-05 17:30:00,0.683,17,5,7,True,True,78.7,0.0,partly_cloudy,6,none,0.552,4.04
2025-07-05 18:00:00,0.784,18,5,7,True,True,74.0,18.0,heavy_rain,10,none,0.552,4.23
2025-07-05 18:30:00,0.728,18,5,7,True,True,74.5,0.0,partly_cloudy,10,none,0.552,4.0
2025-07-05 19:00:00,0.98,19,5,7,True,True,76.3,0.0,clear,7,none,0.607,4.13
2025-07-05 19:30:00,0.698,19,5,7,True,True,73.4,11.0,heavy_rain,7,conference,0.552,4.28
2025-07-05 20:00:00,0.853,20,5,7,True,True,86.2,1.6,light_rain,6,none,0.607,4.28
2025-07-05 20:30:00,0.657,20,5,7,True,True,84.4,0.0,partly_cloudy,6,none,0.552,4.08
2025-07-05 21:00:00,0.563,21,5,7,True,False,79.8,0.0,cloudy,5,none,0.48,4.18
2025-07-05 21:30:00,0.839,21,5,7,True,False,72.0,0.0,partly_cloudy,5,sports_game,0.528,4.07
2025-07-05 22:00:00,0.541,22,5,7,True,False,69.2,0.0,partly_cloudy,5,none,0.48,4.2
2025-07-05 22:30:00,0.435,22,5,7,True,False,84.3,0.0,clear,5,none,0.48,4.23
2025-07-05 23:00:00,0.222,23,5,7,True,False,88.9,0.0,clear,4,none,0.48,4.06
2025-07-05 23:30:00,0.259,23,5,7,True,False,81.9,12.3,heavy_rain,5,none,0.48,4.38
2025-07-06 00:00:00,0.129,0,6,7,True,False,77.2,0.0,clear,3,none,0.48,4.21
2025-07-06 00:30:00,0.095,0,6,7,True,False,75.3,16.2,heavy_rain,3,none,0.48,4.35
2025-07-06 01:00:00,0.075,1,6,7,True,False,81.4,0.0,clear,2,none,0.48,4.28
2025-07-06 01:30:00,0.071,1,6,7,True,False,89.0,0.0,partly_cloudy,3,none,0.48,4.21
2025-07-06 02:00:00,0.037,2,6,7,True,False,76.3,0.0,cloudy,2,none,0.408,4.19
2025-07-06 02:30:00,0.038,2,6,7,True,False,75.8,0.0,clear,1,none,0.408,4.14
2025-07-06 03:00:00,0.021,3,6,7,True,False,88.7,12.4,heavy_rain,1,none,0.408,4.07
2025-07-06 03:30:00,0.031,3,6,7,True,False,82.8,0.0,partly_cloudy,2,none,0.408,4.16
2025-07-06 04:00:00,0.023,4,6,7,True,False,74.6,0.0,cloudy,1,none,0.408,4.19
2025-07-06 04:30:00,0.031,4,6,7,True,False,76.0,0.0,cloudy,2,none,0.408,4.15
2025-07-06 05:00:00,0.06,5,6,7,True,False,72.8,0.0,cloudy,3,none,0.408,4.06
2025-07-06 05:30:00,0.063,5,6,7,True,False,87.0,0.0,clear,1,none,0.408,4.08
2025-07-06 06:00:00,0.119,6,6,7,True,False,74.6,0.0,cloudy,7,none,0.48,4.04
2025-07-06 06:30:00,0.112,6,6,7,True,False,75.2,0.0,cloudy,4,none,0.48,4.03
2025-07-06 07:00:00,0.377,7,6,7,True,True,86.4,0.0,partly_cloudy,7,none,0.48,4.21
2025-07-06 07:30:00,0.268,7,6,7,True,True,76.7,0.0,partly_cloudy,7,none,0.48,4.08
2025-07-06 08:00:00,0.59,8,6,7,True,True,88.0,0.0,clear,8,none,0.48,4.05
2025-07-06 08:30:00,0.527,8,6,7,True,True,78.2,0.0,clear,8,none,0.48,4.33
2025-07-06 09:00:00,0.684,9,6,7,True,True,82.7,0.0,clear,9,none,0.48,4.29
2025-07-06 09:30:00,0.662,9,6,7,True,True,89.2,0.0,clear,8,none,0.48,4.04
2025-07-06 10:00:00,0.692,10,6,7,True,False,89.0,0.0,clear,7,none,0.48,4.25
2025-07-06 10:30:00,0.714,10,6,7,True,False,77.7,0.0,cloudy,7,none,0.48,4.06
2025-07-06 11:00:00,0.822,11,6,7,True,False,83.0,0.0,clear,5,none,0.528,4.13
2025-07-06 11:30:00,0.9,11,6,7,True,False,83.9,8.3,light_rain,7,none,0.528,4.38
2025-07-06 12:00:00,0.98,12,6,7,True,False,74.6,0.0,partly_cloudy,6,none,0.528,4.08
2025-07-06 12:30:00,0.887,12,6,7,True,False,82.8,14.5,heavy_rain,3,none,0.528,4.15
