timestamp,utilization_rate,hour_of_day,day_of_week,month,is_weekend,is_peak_hour,temperature_f,precipitation_mm,weather_condition,traffic_congestion_index,local_event,current_price,gas_price_per_gallon,utilization_lag_1,utilization_lag_2,utilization_lag_24,utilization_rolling_mean_3,utilization_rolling_mean_6
2025-07-02 10:00:00,0.4995,10,2,7,False,False,72.6,1.2,light_rain,5.0,none,0.48,4.325,0.43,0.303,0.5335,0.41083333333333333,0.27925
2025-07-02 11:00:00,0.6795,11,2,7,False,False,79.05000000000001,0.0,clear,5.0,none,0.504,4.305,0.4995,0.43,0.7025,0.5363333333333333,0.3835
2025-07-02 12:00:00,0.6675,12,2,7,False,False,82.0,0.0,partly_cloudy,5.0,none,0.48,4.279999999999999,0.6795,0.4995,0.735,0.6154999999999999,0.47808333333333336
2025-07-02 13:00:00,0.766,13,2,7,False,False,74.9,0.0,cloudy,3.0,none,0.48,4.13,0.6675,0.6795,0.7275,0.7043333333333334,0.5575833333333333
2025-07-02 14:00:00,0.7204999999999999,14,2,7,False,False,81.45,0.0,clear,5.0,none,0.48,4.28,0.766,0.6675,0.644,0.718,0.6271666666666667
2025-07-02 15:00:00,0.502,15,2,7,False,False,82.15,0.0,cloudy,5.0,none,0.48,4.17,0.7204999999999999,0.766,0.5805,0.6628333333333333,0.6391666666666667
2025-07-02 16:00:00,0.448,16,2,7,False,False,77.95,12.4,heavy_rain,5.0,none,0.48,4.1899999999999995,0.502,0.7204999999999999,0.5740000000000001,0.5568333333333333,0.6305833333333333
2025-07-02 17:00:00,0.5755,17,2,7,False,True,81.65,0.0,clear,6.5,none,0.552,4.07,0.448,0.502,0.7215,0.5085000000000001,0.61325
2025-07-02 18:00:00,0.843,18,2,7,False,True,80.8,0.0,cloudy,8.0,none,0.5795,4.3,0.5755,0.448,0.6759999999999999,0.6221666666666666,0.6425
2025-07-02 19:00:00,0.7955,19,2,7,False,True,82.80000000000001,0.0,cloudy,9.5,none,0.5795,4.27,0.843,0.5755,0.615,0.738,0.6474166666666666
2025-07-02 20:00:00,0.8674999999999999,20,2,7,False,True,73.19999999999999,1.6,clear,3.0,none,0.607,4.225,0.7955,0.843,0.685,0.8353333333333333,0.6719166666666666
2025-07-02 21:00:00,0.479,21,2,7,False,False,84.6,0.0,cloudy,5.0,none,0.48,4.08,0.8674999999999999,0.7955,0.5285,0.714,0.6680833333333333
2025-07-02 22:00:00,0.3515,22,2,7,False,False,79.65,0.0,clear,5.0,none,0.48,4.199999999999999,0.479,0.8674999999999999,0.293,0.566,0.6519999999999999
2025-07-02 23:00:00,0.1835,23,2,7,False,False,70.8,0.0,partly_cloudy,5.0,none,0.48,4.12,0.3515,0.479,0.1885,0.338,0.5866666666666666
2025-07-03 00:00:00,0.109,0,3,7,False,False,77.05,0.0,partly_cloudy,3.0,none,0.48,4.225,0.1835,0.3515,0.08549999999999999,0.21466666666666667,0.46433333333333326
2025-07-03 01:00:00,0.056999999999999995,1,3,7,False,False,82.69999999999999,0.0,clear,1.5,none,0.48,4.164999999999999,0.109,0.1835,0.059,0.11649999999999999,0.3412499999999999
2025-07-03 02:00:00,0.0305,2,3,7,False,False,77.4,0.0,clear,3.0,none,0.408,4.1899999999999995,0.056999999999999995,0.109,0.035,0.0655,0.20174999999999998
2025-07-03 03:00:00,0.02,3,3,7,False,False,79.6,0.0,clear,2.0,none,0.408,4.205,0.0305,0.056999999999999995,0.02,0.035833333333333335,0.12524999999999994
2025-07-03 04:00:00,0.0215,4,3,7,False,False,72.6,0.0,partly_cloudy,2.0,none,0.408,4.32,0.02,0.0305,0.022,0.023999999999999997,0.07024999999999997
2025-07-03 05:00:00,0.051000000000000004,5,3,7,False,False,82.55000000000001,0.0,clear,1.5,none,0.408,4.12,0.0215,0.02,0.054,0.030833333333333334,0.04816666666666663
2025-07-03 06:00:00,0.1105,6,3,7,False,False,77.30000000000001,0.0,partly_cloudy,4.0,none,0.48,4.05,0.051000000000000004,0.0215,0.1,0.061,0.04841666666666663
2025-07-03 07:00:00,0.2545,7,3,7,False,True,76.7,0.0,clear,9.0,none,0.48,4.27,0.1105,0.051000000000000004,0.289,0.1386666666666667,0.0813333333333333
2025-07-03 08:00:00,0.3745,8,3,7,False,True,82.95,0.0,cloudy,8.5,none,0.48,4.13,0.2545,0.1105,0.303,0.24650000000000002,0.13866666666666663
2025-07-03 09:00:00,0.46199999999999997,9,3,7,False,True,80.19999999999999,0.0,cloudy,9.0,none,0.48,4.109999999999999,0.3745,0.2545,0.43,0.36366666666666664,0.2123333333333333
2025-07-03 10:00:00,0.5855,10,3,7,False,False,76.75,25.3,heavy_rain,6.0,none,0.48,3.99,0.46199999999999997,0.3745,0.4995,0.474,0.3063333333333333
2025-07-03 11:00:00,0.7945,11,3,7,False,False,77.35,4.9,light_rain,6.5,none,0.504,4.305,0.5855,0.46199999999999997,0.6795,0.614,0.43024999999999997
2025-07-03 12:00:00,0.7284999999999999,12,3,7,False,False,69.15,0.0,clear,5.0,none,0.504,4.24,0.7945,0.5855,0.6675,0.7028333333333333,0.5332499999999999
2025-07-03 13:00:00,0.563,13,3,7,False,False,81.65,0.0,clear,5.0,none,0.48,4.3100000000000005,0.7284999999999999,0.7945,0.766,0.6953333333333332,0.5846666666666666
2025-07-03 14:00:00,0.6365000000000001,14,3,7,False,False,79.25,0.0,clear,6.0,none,0.48,4.16,0.563,0.7284999999999999,0.7204999999999999,0.6426666666666666,0.6283333333333333
2025-07-03 15:00:00,0.6040000000000001,15,3,7,False,False,80.45,0.0,cloudy,4.5,none,0.48,4.12,0.6365000000000001,0.563,0.502,0.6011666666666667,0.652
2025-07-03 16:00:00,0.587,16,3,7,False,False,82.0,0.0,clear,5.0,none,0.48,4.15,0.6040000000000001,0.6365000000000001,0.448,0.6091666666666667,0.65225
2025-07-03 17:00:00,0.5635,17,3,7,False,True,83.44999999999999,0.0,clear,8.0,none,0.552,4.359999999999999,0.587,0.6040000000000001,0.5755,0.5848333333333334,0.6137499999999999
2025-07-03 18:00:00,0.8105,18,3,7,False,True,86.2,0.0,cloudy,7.5,none,0.5795,4.234999999999999,0.5635,0.587,0.843,0.6536666666666666,0.6274166666666666
2025-07-03 19:00:00,0.7855000000000001,19,3,7,False,True,80.9,0.0,partly_cloudy,7.0,festival,0.5795,4.015000000000001,0.8105,0.5635,0.7955,0.7198333333333333,0.6645
2025-07-03 20:00:00,0.781,20,3,7,False,True,79.94999999999999,0.0,clear,5.5,none,0.552,4.17,0.7855000000000001,0.8105,0.8674999999999999,0.7923333333333334,0.6885833333333333
2025-07-03 21:00:00,0.618,21,3,7,False,False,77.1,0.0,clear,6.0,none,0.48,4.135,0.781,0.7855000000000001,0.479,0.7281666666666666,0.6909166666666667
2025-07-03 22:00:00,0.3815,22,3,7,False,False,79.25,0.0,clear,6.5,none,0.48,4.085,0.618,0.781,0.3515,0.5935,0.6566666666666666
2025-07-03 23:00:00,0.1865,23,3,7,False,False,80.9,0.0,cloudy,5.5,none,0.48,4.16,0.3815,0.618,0.1835,0.3953333333333333,0.5938333333333333
2025-07-04 00:00:00,0.08449999999999999,0,4,7,False,False,78.3,0.0,partly_cloudy,2.5,none,0.48,4.029999999999999,0.1865,0.3815,0.109,0.2175,0.47283333333333327
2025-07-04 01:00:00,0.059,1,4,7,False,False,86.35,0.0,cloudy,2.0,none,0.48,4.22,0.08449999999999999,0.1865,0.056999999999999995,0.10999999999999999,0.35175
2025-07-04 02:00:00,0.031,2,4,7,False,False,87.25,0.0,clear,3.0,none,0.408,4.26,0.059,0.08449999999999999,0.0305,0.058166666666666665,0.22674999999999998
2025-07-04 03:00:00,0.0225,3,4,7,False,False,87.6,0.0,clear,2.0,none,0.408,4.025,0.031,0.059,0.02,0.0375,0.12749999999999997
2025-07-04 04:00:00,0.0205,4,4,7,False,False,82.35,0.0,cloudy,2.0,none,0.408,4.285,0.0225,0.031,0.0215,0.024666666666666667,0.06733333333333329
2025-07-04 05:00:00,0.0575,5,4,7,False,False,76.85,0.0,clear,1.5,none,0.408,4.029999999999999,0.0205,0.0225,0.051000000000000004,0.0335,0.0458333333333333
2025-07-04 06:00:00,0.0965,6,4,7,False,False,79.9,0.0,clear,6.0,none,0.48,4.234999999999999,0.0575,0.0205,0.1105,0.05816666666666667,0.047833333333333304
2025-07-04 07:00:00,0.2595,7,4,7,False,True,75.5,0.0,clear,9.0,none,0.48,4.359999999999999,0.0965,0.0575,0.2545,0.13783333333333334,0.08124999999999996
2025-07-04 08:00:00,0.3615,8,4,7,False,True,77.19999999999999,7.9,clear,7.5,none,0.48,4.18,0.2595,0.0965,0.3745,0.23916666666666667,0.1363333333333333
2025-07-04 09:00:00,0.5135000000000001,9,4,7,False,True,77.55,0.0,clear,6.5,none,0.48,4.220000000000001,0.3615,0.2595,0.46199999999999997,0.3781666666666667,0.21816666666666662
2025-07-04 10:00:00,0.616,10,4,7,False,False,78.15,0.0,partly_cloudy,5.0,none,0.48,4.055,0.5135000000000001,0.3615,0.5855,0.49700000000000005,0.3174166666666666
2025-07-04 11:00:00,0.669,11,4,7,False,False,85.95,0.0,clear,5.5,none,0.48,4.165,0.616,0.5135000000000001,0.7945,0.5995,0.41933333333333334
2025-07-04 12:00:00,0.583,12,4,7,False,False,79.5,0.0,clear,6.5,none,0.48,4.225,0.669,0.616,0.7284999999999999,0.6226666666666667,0.5004166666666666
2025-07-04 13:00:00,0.626,13,4,7,False,False,79.19999999999999,0.0,cloudy,5.0,none,0.48,4.1,0.583,0.669,0.563,0.626,0.5615
2025-07-04 14:00:00,0.6054999999999999,14,4,7,False,False,75.15,0.0,clear,6.0,none,0.48,4.199999999999999,0.626,0.583,0.6365000000000001,0.6048333333333334,0.6021666666666666
2025-07-04 15:00:00,0.5745,15,4,7,False,False,75.95,0.0,partly_cloudy,5.5,none,0.48,4.39,0.6054999999999999,0.626,0.6040000000000001,0.602,0.6123333333333333
2025-07-04 16:00:00,0.47,16,4,7,False,False,82.0,0.0,partly_cloudy,4.5,none,0.48,4.1899999999999995,0.5745,0.6054999999999999,0.587,0.5499999999999999,0.588
2025-07-04 17:00:00,0.621,17,4,7,False,True,75.6,0.0,clear,7.5,none,0.552,4.18,0.47,0.5745,0.5635,0.5551666666666667,0.58
2025-07-04 18:00:00,0.8109999999999999,18,4,7,False,True,78.1,0.0,clear,9.5,none,0.5795,4.199999999999999,0.621,0.47,0.8105,0.634,0.618
2025-07-04 19:00:00,0.7575000000000001,19,4,7,False,True,83.45,0.0,partly_cloudy,7.5,conference,0.5795,4.135,0.8109999999999999,0.621,0.7855000000000001,0.7298333333333334,0.6399166666666666
2025-07-04 20:00:00,0.637,20,4,7,False,True,78.75,0.0,clear,3.0,none,0.552,4.23,0.7575000000000001,0.8109999999999999,0.781,0.7351666666666667,0.6451666666666667
2025-07-04 21:00:00,0.672,21,4,7,False,False,83.8,9.8,clear,6.5,none,0.48,4.23,0.637,0.7575000000000001,0.618,0.6888333333333335,0.6614166666666667
2025-07-04 22:00:00,0.35750000000000004,22,4,7,False,False,78.25,0.0,cloudy,4.5,sports_game,0.48,4.215,0.672,0.637,0.3815,0.5555,0.6426666666666666
2025-07-04 23:00:00,0.1975,23,4,7,False,False,84.85,0.1,light_rain,5.5,none,0.48,4.12,0.35750000000000004,0.672,0.1865,0.4090000000000001,0.5720833333333334
2025-07-05 00:00:00,0.1375,0,5,7,True,False,86.94999999999999,0.0,clear,2.5,none,0.48,4.255,0.1975,0.35750000000000004,0.08449999999999999,0.23083333333333336,0.4598333333333333
2025-07-05 01:00:00,0.069,1,5,7,True,False,77.25,0.7,clear,3.0,none,0.48,4.285,0.1375,0.1975,0.059,0.1346666666666667,0.34508333333333335
2025-07-05 02:00:00,0.032,2,5,7,True,False,84.6,0.0,partly_cloudy,3.0,none,0.408,4.195,0.069,0.1375,0.031,0.07950000000000004,0.24425
2025-07-05 03:00:00,0.027,3,5,7,True,False,76.15,0.0,clear,2.0,none,0.408,4.245,0.032,0.069,0.0225,0.04266666666666671,0.13675
2025-07-05 04:00:00,0.0225,4,5,7,True,False,77.8,0.9,partly_cloudy,2.5,none,0.408,4.154999999999999,0.027,0.032,0.0205,0.027166666666666704,0.08091666666666665
2025-07-05 05:00:00,0.056,5,5,7,True,False,76.35,0.0,cloudy,2.5,none,0.408,4.09,0.0225,0.027,0.0575,0.0351666666666667,0.05733333333333332
2025-07-05 06:00:00,0.113,6,5,7,True,False,88.75,0.0,partly_cloudy,5.0,none,0.48,4.165,0.056,0.0225,0.0965,0.06383333333333337,0.053249999999999985
2025-07-05 07:00:00,0.3375,7,5,7,True,True,80.05000000000001,0.0,cloudy,8.5,none,0.48,4.265000000000001,0.113,0.056,0.2595,0.1688333333333334,0.09799999999999998
2025-07-05 08:00:00,0.42300000000000004,8,5,7,True,True,70.1,0.0,cloudy,8.0,none,0.48,4.015000000000001,0.3375,0.113,0.3615,0.29116666666666674,0.16316666666666665
2025-07-05 09:00:00,0.553,9,5,7,True,True,77.4,14.0,cloudy,8.5,none,0.48,4.199999999999999,0.42300000000000004,0.3375,0.5135000000000001,0.43783333333333346,0.2508333333333333
2025-07-05 10:00:00,0.6845,10,5,7,True,False,84.65,0.0,clear,5.0,none,0.48,4.07,0.553,0.42300000000000004,0.616,0.5535000000000001,0.36116666666666664
2025-07-05 11:00:00,0.8280000000000001,11,5,7,True,False,81.5,0.0,partly_cloudy,5.0,none,0.504,4.035,0.6845,0.553,0.669,0.6885,0.48983333333333334
2025-07-05 12:00:00,0.869,12,5,7,True,False,76.5,9.5,light_rain,6.5,none,0.528,4.055,0.8280000000000001,0.6845,0.583,0.7938333333333335,0.6158333333333333
2025-07-05 13:00:00,0.766,13,5,7,True,False,77.8,0.0,cloudy,5.5,none,0.48,4.154999999999999,0.869,0.8280000000000001,0.626,0.8210000000000001,0.68725
2025-07-05 14:00:00,0.742,14,5,7,True,False,88.3,0.0,clear,4.0,none,0.48,4.275,0.766,0.869,0.6054999999999999,0.7923333333333334,0.7404166666666666
2025-07-05 15:00:00,0.6835,15,5,7,True,False,81.85,0.0,clear,5.5,none,0.48,4.225,0.742,0.766,0.5745,0.7305000000000001,0.7621666666666668
2025-07-05 16:00:00,0.697,16,5,7,True,False,75.8,0.0,clear,6.5,none,0.48,4.305,0.6835,0.742,0.47,0.7075,0.76425
2025-07-05 17:00:00,0.791,17,5,7,True,True,84.05000000000001,1.2,light_rain,7.0,none,0.5795,4.045,0.697,0.6835,0.621,0.7238333333333333,0.7580833333333333
2025-07-05 18:00:00,0.756,18,5,7,True,True,74.25,18.0,heavy_rain,10.0,none,0.552,4.115,0.791,0.697,0.8109999999999999,0.7480000000000001,0.7392499999999999
2025-07-05 19:00:00,0.839,19,5,7,True,True,74.85,11.0,clear,7.0,none,0.5795,4.205,0.756,0.791,0.7575000000000001,0.7953333333333333,0.7514166666666666
2025-07-05 20:00:00,0.755,20,5,7,True,True,85.30000000000001,1.6,light_rain,6.0,none,0.5795,4.18,0.839,0.756,0.637,0.7833333333333333,0.7535833333333333
2025-07-05 21:00:00,0.701,21,5,7,True,False,75.9,0.0,cloudy,5.0,none,0.504,4.125,0.755,0.839,0.672,0.765,0.7565
2025-07-05 22:00:00,0.488,22,5,7,True,False,76.75,0.0,partly_cloudy,5.0,none,0.48,4.215,0.701,0.755,0.35750000000000004,0.648,0.7216666666666667
2025-07-05 23:00:00,0.2405,23,5,7,True,False,85.4,12.3,clear,4.5,none,0.48,4.22,0.488,0.701,0.1975,0.4765,0.6299166666666666
2025-07-06 00:00:00,0.112,0,6,7,True,False,76.25,16.2,clear,3.0,none,0.48,4.279999999999999,0.2405,0.488,0.1375,0.28016666666666673,0.5225833333333333
2025-07-06 01:00:00,0.073,1,6,7,True,False,85.2,0.0,clear,2.5,none,0.48,4.245,0.112,0.2405,0.069,0.1418333333333334,0.39491666666666664
2025-07-06 02:00:00,0.0375,2,6,7,True,False,76.05,0.0,cloudy,1.5,none,0.408,4.165,0.073,0.112,0.032,0.07416666666666674,0.2753333333333333
2025-07-06 03:00:00,0.026000000000000002,3,6,7,True,False,85.75,12.4,heavy_rain,1.5,none,0.408,4.115,0.0375,0.073,0.027,0.045500000000000075,0.1628333333333333
2025-07-06 04:00:00,0.027,4,6,7,True,False,75.3,0.0,cloudy,1.5,none,0.408,4.17,0.026000000000000002,0.0375,0.0225,0.03016666666666674,0.08599999999999998
2025-07-06 05:00:00,0.0615,5,6,7,True,False,79.9,0.0,cloudy,2.0,none,0.408,4.07,0.027,0.026000000000000002,0.056,0.03816666666666674,0.05616666666666664
2025-07-06 06:00:00,0.11549999999999999,6,6,7,True,False,74.9,0.0,cloudy,5.5,none,0.48,4.035,0.0615,0.027,0.113,0.06800000000000007,0.05674999999999999
2025-07-06 07:00:00,0.3225,7,6,7,True,True,81.55000000000001,0.0,partly_cloudy,7.0,none,0.48,4.145,0.11549999999999999,0.0615,0.3375,0.16650000000000006,0.09833333333333331
2025-07-06 08:00:00,0.5585,8,6,7,True,True,83.1,0.0,clear,8.0,none,0.48,4.1899999999999995,0.3225,0.11549999999999999,0.42300000000000004,0.3321666666666667,0.18516666666666662
2025-07-06 09:00:00,0.673,9,6,7,True,True,85.95,0.0,clear,8.5,none,0.48,4.165,0.5585,0.3225,0.553,0.5180000000000001,0.293
2025-07-06 10:00:00,0.703,10,6,7,True,False,83.35,0.0,clear,7.0,none,0.48,4.154999999999999,0.673,0.5585,0.6845,0.6448333333333334,0.4056666666666667
2025-07-06 11:00:00,0.861,11,6,7,True,False,83.45,8.3,clear,6.0,none,0.528,4.255,0.703,0.673,0.8280000000000001,0.7456666666666667,0.5389166666666666
2025-07-06 12:00:00,0.9335,12,6,7,True,False,78.69999999999999,14.5,partly_cloudy,4.5,none,0.528,4.115,0.861,0.703,0.869,0.8325,0.67525
2025-07-06 13:00:00,0.9225,13,6,7,True,False,81.35,1.1,light_rain,4.0,none,0.528,4.24,0.9335,0.861,0.766,0.9056666666666667,0.7752500000000001
2025-07-06 14:00:00,0.925,14,6,7,True,False,83.5,0.0,cloudy,5.5,none,0.528,4.105,0.9225,0.9335,0.742,0.927,0.8363333333333333
2025-07-06 15:00:00,0.806,15,6,7,True,False,85.75,0.0,clear,6.5,none,0.504,4.1850000000000005,0.925,0.9225,0.6835,0.8845000000000001,0.8584999999999999
2025-07-06 16:00:00,0.5285,16,6,7,True,False,68.94999999999999,0.0,partly_cloudy,4.0,none,0.48,4.225,0.806,0.925,0.697,0.7531666666666667,0.8294166666666668
2025-07-06 17:00:00,0.8155,17,6,7,True,True,77.35,0.0,clear,8.0,none,0.5795,4.15,0.5285,0.806,0.791,0.7166666666666668,0.8218333333333332
2025-07-06 18:00:00,0.7295,18,6,7,True,True,78.4,7.7,light_rain,6.5,none,0.552,4.305,0.8155,0.5285,0.756,0.6911666666666667,0.7878333333333334
2025-07-06 19:00:00,0.98,19,6,7,True,True,85.75,0.0,clear,8.5,none,0.607,4.17,0.7295,0.8155,0.839,0.8416666666666668,0.7974166666666666
2025-07-06 20:00:00,0.8460000000000001,20,6,7,True,True,75.15,0.0,partly_cloudy,4.5,none,0.607,4.275,0.98,0.7295,0.755,0.8518333333333334,0.78425
2025-07-06 21:00:00,0.603,21,6,7,True,False,80.0,0.0,clear,5.0,none,0.48,4.24,0.8460000000000001,0.98,0.701,0.8096666666666668,0.7504166666666666
2025-07-06 22:00:00,0.4525,22,6,7,True,False,76.5,0.0,clear,5.0,none,0.48,4.16,0.603,0.8460000000000001,0.488,0.6338333333333335,0.73775
2025-07-06 23:00:00,0.2795,23,6,7,True,False,78.75,7.0,light_rain,5.5,none,0.48,4.205,0.4525,0.603,0.2405,0.44500000000000006,0.6484166666666668
2025-07-07 00:00:00,0.11649999999999999,0,0,7,False,False,84.35,0.0,clear,1.0,none,0.48,4.265000000000001,0.2795,0.4525,0.112,0.2828333333333334,0.54625
2025-07-07 01:00:00,0.053000000000000005,1,0,7,False,False,80.9,0.0,clear,2.5,none,0.48,4.11,0.11649999999999999,0.2795,0.073,0.1496666666666667,0.39175
2025-07-07 02:00:00,0.031,2,0,7,False,False,79.8,0.0,cloudy,1.0,none,0.408,4.08,0.053000000000000005,0.11649999999999999,0.0375,0.06683333333333337,0.2559166666666666
2025-07-07 03:00:00,0.0205,3,0,7,False,False,86.75,0.0,clear,2.5,none,0.408,4.09,0.031,0.053000000000000005,0.026000000000000002,0.034833333333333376,0.15883333333333333
2025-07-07 04:00:00,0.0215,4,0,7,False,False,76.7,0.0,clear,2.0,none,0.408,4.300000000000001,0.0205,0.031,0.027,0.02433333333333337,0.08699999999999998
2025-07-07 05:00:00,0.0485,5,0,7,False,False,82.15,0.0,clear,3.0,none,0.408,4.37,0.0215,0.0205,0.0615,0.030166666666666703,0.04849999999999998
2025-07-07 06:00:00,0.10200000000000001,6,0,7,False,False,87.05000000000001,0.0,clear,5.5,none,0.48,4.195,0.0485,0.0215,0.11549999999999999,0.05733333333333337,0.046083333333333316
2025-07-07 07:00:00,0.20700000000000002,7,0,7,False,True,84.7,0.0,clear,7.0,none,0.48,4.185,0.10200000000000001,0.0485,0.3225,0.11916666666666671,0.07175
2025-07-07 08:00:00,0.4155,8,0,7,False,True,87.15,0.0,clear,8.0,none,0.48,4.04,0.20700000000000002,0.10200000000000001,0.5585,0.24150000000000005,0.13583333333333333
2025-07-07 09:00:00,0.502,9,0,7,False,True,73.69999999999999,3.5,light_rain,7.0,none,0.48,4.1850000000000005,0.4155,0.20700000000000002,0.673,0.3748333333333334,0.21608333333333332
2025-07-07 10:00:00,0.621,10,0,7,False,False,73.5,0.0,partly_cloudy,6.0,none,0.48,4.16,0.502,0.4155,0.703,0.5128333333333334,0.316
2025-07-07 11:00:00,0.7175,11,0,7,False,False,80.05,0.0,partly_cloudy,4.5,none,0.504,4.125,0.621,0.502,0.861,0.6135,0.4275
2025-07-07 12:00:00,0.755,12,0,7,False,False,85.9,0.0,clear,4.5,none,0.48,4.265000000000001,0.7175,0.621,0.9335,0.6978333333333334,0.5363333333333333
2025-07-07 13:00:00,0.614,13,0,7,False,False,82.94999999999999,11.1,light_rain,4.5,none,0.48,4.16,0.755,0.7175,0.9225,0.6955,0.6041666666666666
2025-07-07 14:00:00,0.668,14,0,7,False,False,79.9,0.0,clear,6.5,none,0.48,4.165,0.614,0.755,0.925,0.6789999999999999,0.64625
2025-07-07 15:00:00,0.6815,15,0,7,False,False,72.75,0.0,cloudy,5.5,none,0.48,4.205,0.668,0.614,0.806,0.6545000000000001,0.6761666666666666
2025-07-07 16:00:00,0.5880000000000001,16,0,7,False,False,80.45,4.9,clear,7.0,none,0.48,4.119999999999999,0.6815,0.668,0.5285,0.6458333333333334,0.6706666666666666
2025-07-07 17:00:00,0.5549999999999999,17,0,7,False,True,81.94999999999999,0.0,clear,7.5,none,0.552,4.24,0.5880000000000001,0.6815,0.8155,0.6081666666666667,0.6435833333333333
2025-07-07 18:00:00,0.6365000000000001,18,0,7,False,True,79.8,9.2,partly_cloudy,6.5,none,0.552,4.205,0.5549999999999999,0.5880000000000001,0.7295,0.5931666666666667,0.6238333333333334
2025-07-07 19:00:00,0.6945,19,0,7,False,True,90.65,13.8,heavy_rain,9.0,none,0.5795,4.25,0.6365000000000001,0.5549999999999999,0.98,0.6286666666666667,0.63725
2025-07-07 20:00:00,0.771,20,0,7,False,True,81.7,0.0,clear,6.0,none,0.552,4.1899999999999995,0.6945,0.6365000000000001,0.8460000000000001,0.7006666666666668,0.6544166666666668
2025-07-07 21:00:00,0.5875,21,0,7,False,False,84.5,0.0,cloudy,4.5,none,0.48,4.1850000000000005,0.771,0.6945,0.603,0.6843333333333333,0.63875
2025-07-07 22:00:00,0.3915,22,0,7,False,False,81.7,0.0,clear,4.5,none,0.48,4.3149999999999995,0.5875,0.771,0.4525,0.5833333333333334,0.606
2025-07-07 23:00:00,0.19,23,0,7,False,False,80.95,2.2,partly_cloudy,4.0,none,0.48,4.21,0.3915,0.5875,0.2795,0.38966666666666666,0.5451666666666667
2025-07-08 00:00:00,0.11,0,1,7,False,False,70.85,0.0,cloudy,2.5,none,0.48,4.109999999999999,0.19,0.3915,0.11649999999999999,0.23050000000000004,0.45741666666666664
2025-07-08 01:00:00,0.0505,1,1,7,False,False,73.5,0.0,cloudy,2.5,none,0.48,4.4,0.11,0.19,0.053000000000000005,0.11683333333333339,0.3500833333333333
2025-07-08 02:00:00,0.028499999999999998,2,1,7,False,False,78.65,0.0,cloudy,3.0,none,0.408,4.25,0.0505,0.11,0.031,0.06300000000000004,0.2263333333333333
2025-07-08 03:00:00,0.020999999999999998,3,1,7,False,False,88.4,2.7,light_rain,2.5,none,0.408,4.17,0.028499999999999998,0.0505,0.0205,0.033333333333333375,0.13191666666666665
2025-07-08 04:00:00,0.0205,4,1,7,False,False,87.45,0.0,clear,2.0,none,0.408,4.234999999999999,0.020999999999999998,0.028499999999999998,0.0215,0.02333333333333337,0.07008333333333333
2025-07-08 05:00:00,0.055999999999999994,5,1,7,False,False,81.5,0.0,clear,1.5,none,0.408,4.15,0.0205,0.020999999999999998,0.0485,0.032500000000000036,0.047749999999999994
2025-07-08 06:00:00,0.096,6,1,7,False,False,83.1,0.0,partly_cloudy,4.0,none,0.48,4.25,0.055999999999999994,0.0205,0.10200000000000001,0.05750000000000003,0.04541666666666667
2025-07-08 07:00:00,0.262,7,1,7,False,True,85.6,0.0,partly_cloudy,8.0,none,0.48,4.234999999999999,0.096,0.055999999999999994,0.20700000000000002,0.13800000000000004,0.08066666666666666
2025-07-08 08:00:00,0.36050000000000004,8,1,7,False,True,85.6,0.0,cloudy,9.0,none,0.48,4.265,0.262,0.096,0.4155,0.23950000000000005,0.136
